,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.0,2.0,1.1374301675977654,1.1374301675977654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,1.0,0.0,2.0,0.0,2.0
1,2.0,2.0,1.0047901004590514,1.0047901004590514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,1.0,0.0,1.0,0.0,2.0
2,2.0,2.0,1.0610461683787933,1.0610461683787933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.33333333333333,0.0,5.0,0.0,2.0,0.0,2.0
3,1.0,2.0,1.1136717230649555,1.1136717230649555,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.33333333333333,0.0,3.0,0.0,1.0,0.0,2.0
4,2.0,2.0,1.2185153268496862,1.2185153268496862,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.25,0.0,5.0,0.0,1.0,0.0,2.0
5,2.0,2.0,1.1320322088992598,1.1320322088992598,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.2,0.0,5.0,0.0,2.0,0.0,2.0
6,1.0,1.0,1.1135979945771732,1.1135979945771732,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,107.2,1.0,0.0,1.0,0.0,2.0,0.0
7,2.0,1.0,1.1080710666281075,1.1080710666281075,0.0,0.0,0.0,0.14285714285714285,0.5,0.16666666666666666,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,107.2,1.0,0.0,1.0,0.0,0.0,0.0
8,1.0,1.0,1.0921773436478797,1.0921773436478797,0.0,0.0,0.0,0.125,0.3333333333333333,0.16666666666666666,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,107.2,5.0,0.0,2.0,0.0,1.0,0.0
9,1.0,1.0,1.1043628166025727,1.1043628166025727,0.0,0.0,0.0,0.1111111111111111,0.25,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.33333333333333,107.2,1.0,0.0,2.0,0.0,2.0,0.0
10,2.0,1.0,1.1325608126999909,1.1325608126999909,0.0,0.0,0.0,0.1,0.2,0.16666666666666666,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,107.2,4.0,0.0,2.0,0.0,2.0,0.0
11,2.0,1.0,1.123674469340677,1.123674469340677,0.0,0.0,0.0,0.18181818181818182,0.16666666666666666,0.16666666666666666,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.8,107.2,4.0,0.0,2.0,0.0,1.0,0.0
12,1.0,1.0,1.1114101804293428,1.1114101804293428,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.25,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,107.2,1.0,0.0,2.0,0.0,1.0,0.0
13,2.0,1.0,1.1088653999886953,1.1088653999886953,0.0,0.0,0.0,0.15384615384615385,0.25,0.16666666666666666,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,107.2,3.0,0.0,1.0,0.0,2.0,0.0
14,1.0,1.0,1.0988491138883005,1.0988491138883005,0.0,0.0,0.0,0.14285714285714285,0.2222222222222222,0.16666666666666666,0.2857142857142857,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,107.2,3.0,0.0,2.0,0.0,1.0,0.0
15,1.0,1.0,1.1101267567822497,1.1101267567822497,0.0,0.0,0.0,0.13333333333333333,0.2,0.16666666666666666,0.26666666666666666,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.25,107.2,4.0,0.0,2.0,0.0,2.0,0.0
16,1.0,2.0,1.128982597879232,1.128982597879232,0.0,0.0,0.0625,0.125,0.2,0.14285714285714285,0.25,0.125,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.25,110.83333333333333,0.0,2.0,0.0,2.0,0.0,2.0
17,1.0,2.0,1.1274388485751359,1.1274388485751359,0.0,0.0,0.058823529411764705,0.11764705882352941,0.2,0.25,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.25,110.83333333333333,0.0,3.0,0.0,1.0,0.0,1.0
18,2.0,2.0,1.1399297656396263,1.1399297656396263,0.0,0.0,0.05555555555555555,0.1111111111111111,0.2,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.25,111.28571428571429,0.0,3.0,0.0,2.0,0.0,2.0
