,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0
6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0
7,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0
8,0.0,0.0,0.125,0.125,0.0,0.0,0.125,0.125,0.0,0.25,0.0,0.125,0.125,0.0,0.0,0.0,0.125,0.0
9,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0
10,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0
11,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0
12,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.25,0.08333333333333333,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0
13,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.23076923076923078,0.07692307692307693,0.0,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693
14,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.07142857142857142,0.14285714285714285
15,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.2,0.06666666666666667,0.0,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.2,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333
16,0.0,0.0,0.125,0.125,0.0,0.0,0.25,0.0625,0.0625,0.125,0.0,0.0625,0.0625,0.1875,0.0,0.0625,0.0625,0.125
17,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941
18,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111
19,0.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.0,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842,0.10526315789473684
20,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.1,0.05,0.2,0.0,0.15,0.05,0.15,0.0,0.05,0.05,0.1
21,0.0,0.0625,0.09523809523809523,0.14285714285714285,0.0,0.0,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.19047619047619047,0.0,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.0,0.047619047619047616,0.047619047619047616,0.09523809523809523
22,0.0,0.0625,0.09090909090909091,0.13636363636363635,0.0,0.0,0.18181818181818182,0.09090909090909091,0.045454545454545456,0.18181818181818182,0.0,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.0,0.045454545454545456,0.045454545454545456,0.09090909090909091
23,0.0,0.0625,0.08695652173913043,0.13043478260869565,0.0,0.0,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.17391304347826086,0.0,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.0,0.043478260869565216,0.043478260869565216,0.08695652173913043
24,0.0,0.0625,0.08333333333333333,0.125,0.0,0.0,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.0,0.125,0.041666666666666664,0.125,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333
25,0.0,0.0625,0.08,0.12,0.0,0.0,0.2,0.08,0.04,0.16,0.0,0.12,0.04,0.12,0.0,0.04,0.04,0.08
26,0.0,0.0625,0.07692307692307693,0.11538461538461539,0.0,0.0,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.15384615384615385,0.0,0.11538461538461539,0.038461538461538464,0.15384615384615385,0.0,0.038461538461538464,0.038461538461538464,0.11538461538461539
27,0.0,0.0625,0.1111111111111111,0.1111111111111111,0.0,0.0,0.18518518518518517,0.07407407407407407,0.037037037037037035,0.14814814814814814,0.0,0.1111111111111111,0.037037037037037035,0.18518518518518517,0.0,0.037037037037037035,0.037037037037037035,0.14814814814814814
28,0.0,0.0625,0.10714285714285714,0.10714285714285714,0.0,0.0,0.17857142857142858,0.07142857142857142,0.03571428571428571,0.14285714285714285,0.0,0.10714285714285714,0.03571428571428571,0.17857142857142858,0.0,0.03571428571428571,0.03571428571428571,0.14285714285714285
29,0.0,0.0625,0.10344827586206896,0.10344827586206896,0.0,0.0,0.1724137931034483,0.06896551724137931,0.034482758620689655,0.13793103448275862,0.0,0.10344827586206896,0.034482758620689655,0.20689655172413793,0.0,0.06896551724137931,0.034482758620689655,0.13793103448275862
30,0.0,0.058823529411764705,0.1,0.1,0.0,0.0,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.13333333333333333,0.0,0.1,0.03333333333333333,0.2,0.0,0.06666666666666667,0.03333333333333333,0.13333333333333333
31,0.0,0.05555555555555555,0.0967741935483871,0.0967741935483871,0.0,0.0,0.1935483870967742,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.0,0.0967741935483871,0.03225806451612903,0.1935483870967742,0.0,0.06451612903225806,0.03225806451612903,0.12903225806451613
32,0.0,0.05263157894736842,0.125,0.09375,0.0,0.0,0.1875,0.0625,0.03125,0.15625,0.0,0.09375,0.03125,0.1875,0.0,0.0625,0.03125,0.125
33,0.0,0.05,0.12121212121212122,0.09090909090909091,0.0,0.0,0.21212121212121213,0.06060606060606061,0.030303030303030304,0.15151515151515152,0.0,0.09090909090909091,0.030303030303030304,0.18181818181818182,0.0,0.06060606060606061,0.030303030303030304,0.12121212121212122
34,0.0,0.047619047619047616,0.11764705882352941,0.11764705882352941,0.0,0.0,0.20588235294117646,0.058823529411764705,0.029411764705882353,0.17647058823529413,0.0,0.11764705882352941,0.029411764705882353,0.17647058823529413,0.0,0.058823529411764705,0.029411764705882353,0.11764705882352941
35,0.0,0.047619047619047616,0.14285714285714285,0.11428571428571428,0.0,0.0,0.2,0.05714285714285714,0.05714285714285714,0.17142857142857143,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.17142857142857143,0.0,0.05714285714285714,0.02857142857142857,0.11428571428571428
36,0.0,0.047619047619047616,0.1388888888888889,0.1111111111111111,0.0,0.0,0.19444444444444445,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.027777777777777776,0.1111111111111111,0.027777777777777776,0.16666666666666666,0.0,0.05555555555555555,0.027777777777777776,0.1111111111111111
37,0.0,0.047619047619047616,0.13513513513513514,0.10810810810810811,0.0,0.0,0.21621621621621623,0.05405405405405406,0.05405405405405406,0.16216216216216217,0.02702702702702703,0.10810810810810811,0.02702702702702703,0.16216216216216217,0.0,0.05405405405405406,0.02702702702702703,0.10810810810810811
38,0.0,0.047619047619047616,0.13157894736842105,0.10526315789473684,0.02631578947368421,0.0,0.23684210526315788,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.02631578947368421,0.10526315789473684,0.02631578947368421,0.15789473684210525,0.0,0.05263157894736842,0.02631578947368421,0.10526315789473684
39,0.0,0.047619047619047616,0.15384615384615385,0.10256410256410256,0.02564102564102564,0.0,0.23076923076923078,0.05128205128205128,0.07692307692307693,0.15384615384615385,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.15384615384615385,0.0,0.05128205128205128,0.02564102564102564,0.10256410256410256
40,0.0,0.047619047619047616,0.175,0.1,0.025,0.0,0.225,0.05,0.075,0.175,0.05,0.1,0.025,0.15,0.0,0.05,0.025,0.1
41,0.0,0.045454545454545456,0.17073170731707318,0.0975609756097561,0.024390243902439025,0.0,0.21951219512195122,0.04878048780487805,0.07317073170731707,0.17073170731707318,0.04878048780487805,0.0975609756097561,0.024390243902439025,0.14634146341463414,0.0,0.04878048780487805,0.024390243902439025,0.0975609756097561
42,0.0,0.043478260869565216,0.16666666666666669,0.09523809523809523,0.023809523809523808,0.0,0.21428571428571427,0.047619047619047616,0.07142857142857142,0.19047619047619047,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.14285714285714285,0.0,0.047619047619047616,0.023809523809523808,0.09523809523809523
43,0.0,0.041666666666666664,0.16279069767441862,0.09302325581395349,0.023255813953488372,0.0,0.20930232558139536,0.046511627906976744,0.06976744186046512,0.18604651162790697,0.046511627906976744,0.11627906976744186,0.023255813953488372,0.13953488372093023,0.0,0.046511627906976744,0.023255813953488372,0.09302325581395349
