,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,1.0,2.0,2.578122047987909,2.578122047987909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,2.0,0.0,2.0,0.0,2.0
1,2.0,2.0,2.176091163190712,2.176091163190712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,4.0,0.0,2.0,0.0,2.0
2,2.0,2.0,1.4189551392994442,1.4189551392994442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,3.0,0.0,2.0,0.0,1.0
3,1.0,2.0,1.4944944673464962,1.4944944673464962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.5,0.0,5.0,0.0,2.0,0.0,1.0
4,1.0,2.0,1.4897795643834897,1.4897795643834897,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.5,0.0,0.0,0.0,0.0,0.0,2.0
5,2.0,2.0,1.4807766603108137,1.4807766603108137,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,111.8,0.0,4.0,0.0,2.0,0.0,2.0
6,2.0,2.0,1.484336133242006,1.484336133242006,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,114.0,0.0,4.0,0.0,2.0,0.0,2.0
7,1.0,2.0,1.453251014504605,1.453251014504605,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,112.85714285714286,0.0,1.0,0.0,2.0,0.0,1.0
8,2.0,2.0,1.4378080262849096,1.4378080262849096,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.125,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,113.375,0.0,5.0,0.0,2.0,0.0,1.0
9,1.0,2.0,1.3326868731645147,1.3326868731645147,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,114.55555555555556,0.0,4.0,0.0,2.0,0.0,1.0
10,2.0,2.0,1.334152760049796,1.334152760049796,0.0,0.09090909090909091,0.0,0.1,0.0,0.09090909090909091,0.0,0.1,0.1,0.0,0.1,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,116.3,0.0,4.0,0.0,1.0,0.0,0.0
