,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,2.0,1.0,0.7653061224489796,0.7653061224489796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
1,1.0,1.0,0.7535154680594616,0.7535154680594616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0
2,2.0,1.0,0.7211156525243221,0.7211156525243221,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
3,1.0,1.0,0.6900328884781604,0.6900328884781604,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.75,0.0,3.0,0.0,1.0,0.0,1.0,0.0
4,1.0,1.0,0.690824384364938,0.690824384364938,0.2,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
5,2.0,1.0,0.711231428942695,0.711231428942695,0.16666666666666666,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0
6,1.0,1.0,0.6672720177703069,0.6672720177703069,0.2857142857142857,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.57142857142857,0.0,5.0,0.0,1.0,0.0,1.0,0.0
7,2.0,1.0,0.7032704876324154,0.7032704876324154,0.25,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,110.75,0.0,1.0,0.0,2.0,0.0,2.0,0.0
8,1.0,1.0,0.8010027456129879,0.8010027456129879,0.2222222222222222,0.0,0.375,0.125,0.0,0.0,0.125,0.0,0.125,0.25,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,112.66666666666667,0.0,2.0,0.0,1.0,0.0,1.0,0.0
9,1.0,1.0,0.7973925957982532,0.7973925957982532,0.2,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,112.4,0.0,1.0,0.0,2.0,0.0,2.0,0.0
10,2.0,2.0,0.8063517062888038,0.8063517062888038,0.2,1.0,0.3,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,112.4,112.0,0.0,5.0,0.0,1.0,0.0,1.0
11,1.0,2.0,0.8285718069959338,0.8285718069959338,0.2,0.5,0.2727272727272727,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,112.4,121.0,0.0,5.0,0.0,2.0,0.0,1.0
