,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,2.0,2.0,0.8621544430673063,0.8621544430673063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,5.0,0.0,1.0,0.0,2.0
1,1.0,2.0,1.0232931336315891,1.0232931336315891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,1.0,0.0,2.0,0.0,2.0
2,2.0,2.0,1.0061069031742949,1.0061069031742949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,1.0,0.0,1.0,0.0,1.0
3,1.0,2.0,0.9830823607378224,0.9830823607378224,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.25,0.0,5.0,0.0,1.0,0.0,2.0
4,1.0,2.0,0.9847692780782517,0.9847692780782517,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.25,0.0,5.0,0.0,1.0,0.0,0.0
5,2.0,2.0,0.9034356403300712,0.9034356403300712,0.0,0.0,0.2,0.2,0.0,0.16666666666666666,0.0,0.4,0.0,0.6,0.0,0.2,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,114.4,0.0,3.0,0.0,2.0,0.0,0.0
6,1.0,2.0,0.9329919057098507,0.9329919057098507,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.14285714285714285,0.0,0.5,0.0,0.5,0.0,0.16666666666666666,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,116.5,0.0,1.0,0.0,2.0,0.0,2.0
7,1.0,2.0,0.9286962058381766,0.9286962058381766,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.125,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.14285714285714285,0.25,0.0,0.125,0.0,0.125,0.0,0.0,118.71428571428571,0.0,4.0,0.0,2.0,0.0,2.0
8,2.0,1.0,0.8713638444239532,0.8713638444239532,0.0,0.0,0.125,0.125,0.0,0.125,0.125,0.5,0.0,0.375,0.0,0.125,0.25,0.0,0.125,0.0,0.125,0.0,102.0,118.71428571428571,1.0,0.0,2.0,0.0,2.0,0.0
9,1.0,1.0,0.8648652123050815,0.8648652123050815,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.125,0.1111111111111111,0.4444444444444444,0.0,0.3333333333333333,0.0,0.1111111111111111,0.25,0.0,0.125,0.0,0.125,0.0,103.0,118.71428571428571,4.0,0.0,2.0,0.0,1.0,0.0
