,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,2.0,2.0,0.8721402214022141,0.8721402214022141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,5.0,0.0,1.0,0.0,2.0
1,2.0,2.0,1.3108861924204958,1.3108861924204958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.5,0.0,5.0,0.0,2.0,0.0,2.0
2,2.0,2.0,1.2277630695064607,1.2277630695064607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,2.0,0.0,2.0,0.0,1.0
3,2.0,2.0,1.1586345759394818,1.1586345759394818,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.25,0.0,4.0,0.0,2.0,0.0,1.0
4,1.0,1.0,1.0718334499650106,1.0718334499650106,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,93.0,115.25,4.0,0.0,2.0,0.0,2.0,0.0
5,2.0,1.0,1.0464827600357007,1.0464827600357007,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,87.0,115.25,1.0,0.0,2.0,0.0,2.0,0.0
6,1.0,1.0,1.0150149136895525,1.0150149136895525,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,94.0,115.25,5.0,0.0,2.0,0.0,2.0,0.0
7,1.0,1.0,1.0337502907965141,1.0337502907965141,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,94.5,115.25,4.0,0.0,2.0,0.0,2.0,0.0
8,1.0,1.0,1.046230643299965,1.046230643299965,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.25,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,99.2,115.25,4.0,0.0,2.0,0.0,2.0,0.0
9,2.0,2.0,1.0384571403001992,1.0384571403001992,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,99.2,117.8,0.0,2.0,0.0,1.0,0.0,2.0
